u,v,highway,length
479309290,479309406,living_street,117.597
479309290,479309636,living_street,48.229
479309290,479297772,residential,16.837
479309406,479412088,residential,22.826
479309406,479309290,living_street,117.597
479309636,1143318805,living_street,5.48
479309636,4505062035,living_street,18.891
479309636,479309290,living_street,48.229
479411820,4505062038,residential,11.346
479411820,479411901,living_street,110.681
479411901,5297746037,residential,23.329
479411901,479411820,living_street,110.681
479411934,2581829743,residential,60.283
479411938,479411901,residential,24.906
479411938,479412088,living_street,109.541
479412004,479292937,living_street,24.185
479412004,4505062037,living_street,94.091
479412037,4477657731,living_street,59.739
479412037,479292937,residential,14.772
479412088,479411820,residential,18.432
479412088,479411938,living_street,109.541
479416369,11413109600,living_street,7.361
479416374,1840161050,tertiary,8.975
479416374,2581829743,tertiary,24.823
479416374,4439995667,residential,170.671
479435788,2102534740,tertiary,26.53
479435788,479292807,tertiary,41.219
479435788,479435793,living_street,50.39
479435793,1143317042,living_street,61.809
479435793,479435788,living_street,50.39
479435793,479435796,living_street,56.857
479435796,479435839,living_street,47.277
479435796,4346835528,living_street,90.684
479435796,479435793,living_street,56.857
479435831,1143317042,living_street,127.343
479435831,479435872,living_street,56.421
479435831,479435852,living_street,33.635
479435839,479435852,living_street,104.435
479435839,1143317042,living_street,29.296
479435839,479435796,living_street,47.277
479435852,479437609,living_street,38.738
479435852,479435831,living_street,33.635
479435852,479435839,living_street,104.435
479435872,479435897,living_street,87.091
479435872,479435831,living_street,56.421
479435872,1108247113,living_street,153.291
479435872,479435875,living_street,34.922
479435875,285910461,residential,93.163
479435875,297880381,residential,193.38
479435875,479435872,living_street,34.922
479435897,1108247113,living_street,16.509
479435897,479435872,living_street,87.091
479435897,1788785588,living_street,29.31
479437609,479435852,living_street,38.738
479512726,314075546,secondary,19.607
479512726,1788785868,secondary,26.004
479512726,4468092411,residential,144.533
479512730,128668307,residential,30.801
479512730,5297757225,residential,20.932
479512742,479519998,living_street,30.378
479512742,428215368,residential,90.051
479512742,9364125936,residential,65.39
479512746,428215369,residential,58.107
479512746,428215368,residential,135.04
479512746,3149005246,residential,11.544
479512748,428215369,residential,88.794
479512748,4468092406,residential,41.163
479512748,4753793616,residential,28.424
479519950,5297757225,living_street,80.451
479519950,479519950,living_street,53.449
479519960,479519962,living_street,70.918
479519960,9364125936,residential,94.921
479519960,4468092392,residential,53.056
479519962,479519960,living_street,70.918
479519998,479520002,living_street,22.362
479519998,479512742,living_street,30.378
479519998,9364125926,living_street,28.579
479520002,479519998,living_street,22.362
479520002,9364125927,living_street,30.036
479520002,4468092398,living_street,90.929
479520005,4468092397,living_street,11.148
479520005,4468092398,living_street,18.802
479520005,9364125940,living_street,81.643
479520009,479520021,living_street,31.445
479520009,479520016,living_street,126.226
479520009,4468092397,living_street,84.277
479520016,479520009,living_street,126.226
479520021,9364124512,living_street,27.661
479520021,4505062018,living_street,39.179
479520021,11016879696,living_street,72.479
479520021,479520009,living_street,31.445
479520023,11016879701,living_street,37.213
479520023,9364124512,living_street,10.395
479520023,479520029,living_street,40.987
479520025,9364124513,living_street,33.386
479520025,11016879701,living_street,5.894
479520025,11016879649,living_street,9.82
479520028,11016879649,living_street,41.643
479520029,479520023,living_street,40.987
479522005,1353859198,secondary,33.408
479522005,11524582016,residential,24.708
479522366,479522367,residential,53.251
479522366,4468092392,residential,37.036
479522366,5297757225,residential,42.744
479522367,479522366,residential,53.251
479522367,480346323,living_street,54.906
479522367,480346525,residential,62.314
480309117,428215941,residential,28.883
480309117,480309121,residential,17.71
480309121,1105954957,residential,53.169
480309121,480309117,residential,17.71
480309175,1105955001,residential,108.348
480309175,480323903,living_street,117.778
480309175,480328314,residential,264.262
480319118,480323884,residential,125.52
480319118,480476972,living_street,26.06
480319118,4504937429,living_street,31.464
480319124,4504937445,residential,57.159
480319124,480323884,residential,30.549
480319124,480331353,living_street,39.833
480319136,4504937445,residential,15.999
480319136,480319153,residential,131.228
480319136,4504937443,living_street,18.548
480319153,480319136,residential,131.228
480323884,480319124,residential,30.549
480323884,480319118,residential,125.52
480323884,480323903,living_street,126.611
480323903,480323884,living_street,126.611
480323903,4504937429,living_street,59.335
480323903,480309175,living_street,117.778
480323927,480482979,living_street,30.697
480323927,480323936,living_street,53.202
480323927,480476921,living_street,91.973
480323936,480482980,living_street,17.288
480323936,480323927,living_street,53.202
480323936,480482975,living_street,40.229
480323936,4468090964,living_street,62.501
480323939,4468090964,living_street,19.998
480323939,4468090963,living_street,18.962
480323939,4728190673,living_street,64.641
480323961,428216032,living_street,28.574
480323961,480476985,living_street,85.741
480323961,4504937429,living_street,25.666
480328314,480328318,residential,20.883
480328314,4718336104,residential,63.486
480328314,480309175,residential,264.262
480328318,480328314,residential,20.883
480328320,1105955001,residential,128.715
480331319,480348682,primary,44.594
480331319,4505031812,primary,37.505
480331319,480331369,living_street,65.343
480331353,480319124,living_street,39.833
480331369,480331319,living_street,65.343
480346169,9365855428,living_street,16.272
480346169,1105954954,living_street,37.666
480346169,480346178,living_street,16.51
480346178,9365855428,living_street,21.422
480346178,480346202,living_street,49.087
480346202,480346178,living_street,49.087
480346202,480309121,living_street,101.057
480346202,480346311,"['living_street', 'residential']",49.228
480346311,1105954950,living_street,24.963
480346311,480346404,living_street,30.031
480346311,480346202,"['living_street', 'residential']",49.228
480346323,1105954950,living_street,28.233
480346323,480346337,living_street,30.433
480346323,479522367,living_street,54.906
480346337,480346323,living_street,30.433
480346381,1105954950,living_street,31.003
480346389,1105954950,living_street,29.845
480346404,480346311,living_street,30.031
480346473,1105954954,living_street,55.018
480346512,4773520967,residential,9.158
480346512,480346525,residential,90.963
480346525,480346512,residential,90.963
480346525,479522367,residential,62.314
480348682,480331319,primary,44.594
480348682,480348685,primary,32.759
480348682,11933965493,living_street,44.164
480348685,480477004,primary,66.336
480348685,480348682,primary,32.759
480348688,4718335967,living_street,5.015
480348688,4504937443,living_street,43.709
480348688,480348690,living_street,28.271
480348690,480348688,living_street,28.271
480348703,4718335968,living_street,45.26
480348703,480348685,living_street,90.802
480476921,480348703,living_street,17.912
480476935,480476921,living_street,199.719
480476935,11016879627,residential,81.959
480476935,848504878,residential,14.454
480476939,480482979,living_street,13.362
480476939,480482974,living_street,46.311
480476939,11016879628,living_street,3.209
480476955,480476991,living_street,109.095
480476955,480482974,living_street,108.951
480476955,848504881,living_street,52.52
480476965,480476991,living_street,80.825
480476965,480482975,living_street,123.779
480476965,480476967,living_street,29.901
480476967,480476972,living_street,164.903
480476967,480476965,living_street,29.901
480476967,3149005257,living_street,51.607
480476972,4728190673,living_street,8.688
480476972,480476967,living_street,164.903
480476972,480319118,living_street,26.06
480476985,314553861,residential,8.909
480476985,480323961,living_street,85.741
480476987,4728107920,residential,23.578
480476987,848504882,living_street,224.881
480476991,480476965,living_street,80.825
480476991,480476987,living_street,98.304
480477004,4565597392,primary,8.763
480477004,480348685,primary,66.336
480477004,4504937409,living_street,51.473
480477009,3896080911,primary,16.568
480477009,4565597392,primary,80.107
480477009,4504937421,living_street,47.536
480482912,428215698,living_street,61.931
480482921,480482932,living_street,17.963
480482921,428208841,living_street,77.776
480482924,480482929,living_street,52.086
480482924,122528348,living_street,18.551
480482924,480482932,living_street,94.679
480482929,480482924,living_street,52.086
480482929,428215709,living_street,105.237
480482932,480482924,living_street,94.679
480482932,480482921,living_street,17.963
480482932,4728190616,living_street,46.936
480482944,1105954994,living_street,125.235
480482944,480482945,living_street,15.206
480482945,480482958,living_street,131.201
480482945,4468090958,living_street,103.087
480482950,311887523,living_street,35.406
480482950,428208843,living_street,82.746
480482958,480482966,primary,36.775
480482958,848504882,primary,86.41
480482965,480482966,living_street,36.874
480482966,6173654637,primary,56.49
